,name,playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,One Right Now (with The Weeknd),New Music Friday France,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4
1,Le classico organisé,New Music Friday France,0.828,0.878,7,-5.241,1,0.269,0.321,0.0,0.1,0.777,142.886,audio_features,2O9enJqAqs46tfBlGhLsnW,spotify:track:2O9enJqAqs46tfBlGhLsnW,https://api.spotify.com/v1/tracks/2O9enJqAqs46tfBlGhLsnW,https://api.spotify.com/v1/audio-analysis/2O9enJqAqs46tfBlGhLsnW,378080,4
2,New Shapes (feat. Christine and the Queens and Caroline Polachek),New Music Friday France,0.735,0.74,0,-4.929,1,0.0552,0.111,0.0,0.032,0.553,107.061,audio_features,2JvWoj5bTklsb6fPzRfZ3x,spotify:track:2JvWoj5bTklsb6fPzRfZ3x,https://api.spotify.com/v1/tracks/2JvWoj5bTklsb6fPzRfZ3x,https://api.spotify.com/v1/audio-analysis/2JvWoj5bTklsb6fPzRfZ3x,200688,4
3,ESCAPE PLAN,New Music Friday France,0.839,0.506,5,-6.714,0,0.133,0.00207,0.0,0.13,0.44,154.12,audio_features,4R67rQNSbbsR4TdUVOIdez,spotify:track:4R67rQNSbbsR4TdUVOIdez,https://api.spotify.com/v1/tracks/4R67rQNSbbsR4TdUVOIdez,https://api.spotify.com/v1/audio-analysis/4R67rQNSbbsR4TdUVOIdez,149610,4
4,Smokin Out The Window,New Music Friday France,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,audio_features,4iN16F8JtVxG2UTzp3avGl,spotify:track:4iN16F8JtVxG2UTzp3avGl,https://api.spotify.com/v1/tracks/4iN16F8JtVxG2UTzp3avGl,https://api.spotify.com/v1/audio-analysis/4iN16F8JtVxG2UTzp3avGl,197443,4
5,Comment Faire,New Music Friday France,0.543,0.255,0,-8.619,0,0.0497,0.941,0.0,0.124,0.435,87.458,audio_features,2QEtf4oCeJrfDeqf8rJiQK,spotify:track:2QEtf4oCeJrfDeqf8rJiQK,https://api.spotify.com/v1/tracks/2QEtf4oCeJrfDeqf8rJiQK,https://api.spotify.com/v1/audio-analysis/2QEtf4oCeJrfDeqf8rJiQK,160160,4
6,No Love (with SZA),New Music Friday France,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876,audio_features,08SB2OtZkaliju77WYEKxk,spotify:track:08SB2OtZkaliju77WYEKxk,https://api.spotify.com/v1/tracks/08SB2OtZkaliju77WYEKxk,https://api.spotify.com/v1/audio-analysis/08SB2OtZkaliju77WYEKxk,231498,4
7,N.I,New Music Friday France,0.763,0.762,5,-5.112,0,0.0773,0.148,0.0,0.196,0.789,135.014,audio_features,4H1CfsnXQonWnJeHzHuVUz,spotify:track:4H1CfsnXQonWnJeHzHuVUz,https://api.spotify.com/v1/tracks/4H1CfsnXQonWnJeHzHuVUz,https://api.spotify.com/v1/audio-analysis/4H1CfsnXQonWnJeHzHuVUz,179027,4
8,The Motto,New Music Friday France,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO,164819,4
9,Dadada,New Music Friday France,0.752,0.517,11,-8.303,0,0.058,0.0961,0.0,0.127,0.647,84.996,audio_features,4SRkixF643LgySLh8owTkJ,spotify:track:4SRkixF643LgySLh8owTkJ,https://api.spotify.com/v1/tracks/4SRkixF643LgySLh8owTkJ,https://api.spotify.com/v1/audio-analysis/4SRkixF643LgySLh8owTkJ,131373,4
10,Wake Me Up,New Music Friday France,0.65,0.94,0,-4.152,1,0.0473,0.00355,0.00376,0.0489,0.647,120.027,audio_features,4MDDOpA7BwGDjYclTmCTVw,spotify:track:4MDDOpA7BwGDjYclTmCTVw,https://api.spotify.com/v1/tracks/4MDDOpA7BwGDjYclTmCTVw,https://api.spotify.com/v1/audio-analysis/4MDDOpA7BwGDjYclTmCTVw,264199,4
11,Billy Goodbye,New Music Friday France,0.613,0.905,7,-4.195,1,0.0658,0.00352,3.89e-06,0.0727,0.76,124.025,audio_features,19ZBncpk43fACvzKeqZIib,spotify:track:19ZBncpk43fACvzKeqZIib,https://api.spotify.com/v1/tracks/19ZBncpk43fACvzKeqZIib,https://api.spotify.com/v1/audio-analysis/19ZBncpk43fACvzKeqZIib,221124,4
12,Let's go to Hell,New Music Friday France,0.782,0.798,4,-5.07,0,0.0337,0.141,0.0,0.685,0.905,127.89,audio_features,38XLUjlR84JEwK0SOvX77a,spotify:track:38XLUjlR84JEwK0SOvX77a,https://api.spotify.com/v1/tracks/38XLUjlR84JEwK0SOvX77a,https://api.spotify.com/v1/audio-analysis/38XLUjlR84JEwK0SOvX77a,152182,4
13,Rater le coche,New Music Friday France,0.868,0.714,5,-4.238,1,0.0616,0.221,0.0,0.196,0.942,100.004,audio_features,2u2gafIeAP55EjXhU768Zo,spotify:track:2u2gafIeAP55EjXhU768Zo,https://api.spotify.com/v1/tracks/2u2gafIeAP55EjXhU768Zo,https://api.spotify.com/v1/audio-analysis/2u2gafIeAP55EjXhU768Zo,150142,4
14,Your Song Saved My Life - From Sing 2,New Music Friday France,0.38,0.637,5,-7.128,1,0.0274,0.28,0.0,0.0545,0.392,183.968,audio_features,4fcbxnnfUycb7fJAInJOob,spotify:track:4fcbxnnfUycb7fJAInJOob,https://api.spotify.com/v1/tracks/4fcbxnnfUycb7fJAInJOob,https://api.spotify.com/v1/audio-analysis/4fcbxnnfUycb7fJAInJOob,210280,4
15,Hold No Grudge - Bonus Track,New Music Friday France,0.661,0.336,7,-12.942,1,0.203,0.878,2.51e-05,0.0798,0.494,154.944,audio_features,188rKyWMsC4WsKKZ85lnUO,spotify:track:188rKyWMsC4WsKKZ85lnUO,https://api.spotify.com/v1/tracks/188rKyWMsC4WsKKZ85lnUO,https://api.spotify.com/v1/audio-analysis/188rKyWMsC4WsKKZ85lnUO,268733,4
16,le manège,New Music Friday France,0.418,0.289,7,-12.71,1,0.0331,0.742,0.564,0.132,0.039,81.303,audio_features,1544oKxSzETEcBpOKdf3de,spotify:track:1544oKxSzETEcBpOKdf3de,https://api.spotify.com/v1/tracks/1544oKxSzETEcBpOKdf3de,https://api.spotify.com/v1/audio-analysis/1544oKxSzETEcBpOKdf3de,229347,3
17,Get Better,New Music Friday France,0.592,0.116,2,-19.498,1,0.047,0.873,0.00531,0.0639,0.466,106.086,audio_features,2lZrHFgxAdZrL0j8JvYhkc,spotify:track:2lZrHFgxAdZrL0j8JvYhkc,https://api.spotify.com/v1/tracks/2lZrHFgxAdZrL0j8JvYhkc,https://api.spotify.com/v1/audio-analysis/2lZrHFgxAdZrL0j8JvYhkc,351293,4
18,Famous,New Music Friday France,0.659,0.819,2,-7.596,0,0.0391,0.0476,0.0289,0.0819,0.878,124.75,audio_features,3RZauEkvORMeP06npyaIYa,spotify:track:3RZauEkvORMeP06npyaIYa,https://api.spotify.com/v1/tracks/3RZauEkvORMeP06npyaIYa,https://api.spotify.com/v1/audio-analysis/3RZauEkvORMeP06npyaIYa,289653,4
19,Bad Life (feat. Kali Uchis),New Music Friday France,0.565,0.25,11,-8.927,0,0.0306,0.743,7.26e-05,0.109,0.163,109.048,audio_features,6RT5ir7all6RgZEAupLNlO,spotify:track:6RT5ir7all6RgZEAupLNlO,https://api.spotify.com/v1/tracks/6RT5ir7all6RgZEAupLNlO,https://api.spotify.com/v1/audio-analysis/6RT5ir7all6RgZEAupLNlO,197815,4
20,0.6,New Music Friday France,0.653,0.592,5,-8.515,0,0.545,0.31,0.0,0.151,0.57,180.068,audio_features,2j1Os2WNkwb6KJvaiHFdUl,spotify:track:2j1Os2WNkwb6KJvaiHFdUl,https://api.spotify.com/v1/tracks/2j1Os2WNkwb6KJvaiHFdUl,https://api.spotify.com/v1/audio-analysis/2j1Os2WNkwb6KJvaiHFdUl,149520,3
21,"the older you get, the less you cry",New Music Friday France,0.547,0.703,1,-6.287,1,0.0278,0.0776,1.81e-06,0.1,0.385,75.009,audio_features,280MV4FuB5uusjx8wj1dpt,spotify:track:280MV4FuB5uusjx8wj1dpt,https://api.spotify.com/v1/tracks/280MV4FuB5uusjx8wj1dpt,https://api.spotify.com/v1/audio-analysis/280MV4FuB5uusjx8wj1dpt,202202,4
22,Bonita,New Music Friday France,0.634,0.641,6,-6.035,0,0.0596,0.394,0.0,0.195,0.556,88.058,audio_features,5YkXkfXWTE1pk6l2m78JnH,spotify:track:5YkXkfXWTE1pk6l2m78JnH,https://api.spotify.com/v1/tracks/5YkXkfXWTE1pk6l2m78JnH,https://api.spotify.com/v1/audio-analysis/5YkXkfXWTE1pk6l2m78JnH,187173,4
23,On Guard (feat. 6lack),New Music Friday France,0.386,0.331,10,-9.706,1,0.241,0.631,0.000148,0.12,0.322,180.827,audio_features,0FiwMxsaV8SNBnjmZkHHra,spotify:track:0FiwMxsaV8SNBnjmZkHHra,https://api.spotify.com/v1/tracks/0FiwMxsaV8SNBnjmZkHHra,https://api.spotify.com/v1/audio-analysis/0FiwMxsaV8SNBnjmZkHHra,206040,4
24,"Anuel AA: Bzrp Music Sessions, Vol. 46",New Music Friday France,0.405,0.837,8,-4.188,0,0.294,0.347,0.0,0.0901,0.655,74.966,audio_features,1mrGEef8GuaEnDdw8J5BQp,spotify:track:1mrGEef8GuaEnDdw8J5BQp,https://api.spotify.com/v1/tracks/1mrGEef8GuaEnDdw8J5BQp,https://api.spotify.com/v1/audio-analysis/1mrGEef8GuaEnDdw8J5BQp,201507,1
25,Cracklanders,New Music Friday France,0.637,0.678,2,-6.777,0,0.289,0.154,8.12e-05,0.0836,0.568,128.882,audio_features,4xD3DFKtDy9JkOOxcsTy3r,spotify:track:4xD3DFKtDy9JkOOxcsTy3r,https://api.spotify.com/v1/tracks/4xD3DFKtDy9JkOOxcsTy3r,https://api.spotify.com/v1/audio-analysis/4xD3DFKtDy9JkOOxcsTy3r,179227,4
26,Wegue Wegue,New Music Friday France,0.874,0.854,8,-6.368,1,0.101,0.351,0.000105,0.0896,0.506,135.019,audio_features,1hkOuEeJQtDxHKBD8gJTBx,spotify:track:1hkOuEeJQtDxHKBD8gJTBx,https://api.spotify.com/v1/tracks/1hkOuEeJQtDxHKBD8gJTBx,https://api.spotify.com/v1/audio-analysis/1hkOuEeJQtDxHKBD8gJTBx,204836,4
27,Scooter,New Music Friday France,0.864,0.478,9,-7.229,1,0.0437,0.052,0.0275,0.186,0.479,110.001,audio_features,1RBIzko2PMY5CP0d3MIkwl,spotify:track:1RBIzko2PMY5CP0d3MIkwl,https://api.spotify.com/v1/tracks/1RBIzko2PMY5CP0d3MIkwl,https://api.spotify.com/v1/audio-analysis/1RBIzko2PMY5CP0d3MIkwl,128771,4
28,Leo Messi,New Music Friday France,0.909,0.493,9,-9.822,1,0.335,0.341,0.00222,0.17,0.484,120.024,audio_features,3YZdPvENFPytMyrnkRWm1B,spotify:track:3YZdPvENFPytMyrnkRWm1B,https://api.spotify.com/v1/tracks/3YZdPvENFPytMyrnkRWm1B,https://api.spotify.com/v1/audio-analysis/3YZdPvENFPytMyrnkRWm1B,105681,4
29,Flowers (Say My Name),New Music Friday France,0.723,0.713,2,-6.879,0,0.241,0.495,0.0,0.513,0.803,143.052,audio_features,2BzAGK3lEZAQz5cU0Ae1wd,spotify:track:2BzAGK3lEZAQz5cU0Ae1wd,https://api.spotify.com/v1/tracks/2BzAGK3lEZAQz5cU0Ae1wd,https://api.spotify.com/v1/audio-analysis/2BzAGK3lEZAQz5cU0Ae1wd,158601,4
30,Between Us,New Music Friday France,0.505,0.728,4,-3.492,0,0.0416,0.0942,0.0,0.0982,0.239,92.062,audio_features,2N9fGz3nPXci2w80p1lQIW,spotify:track:2N9fGz3nPXci2w80p1lQIW,https://api.spotify.com/v1/tracks/2N9fGz3nPXci2w80p1lQIW,https://api.spotify.com/v1/audio-analysis/2N9fGz3nPXci2w80p1lQIW,235435,4
31,The Antidote,New Music Friday France,0.473,0.921,1,-3.522,1,0.0467,0.00109,1.25e-06,0.0334,0.39,152.143,audio_features,2LnsEYFfPwk6ueO2OCBNLA,spotify:track:2LnsEYFfPwk6ueO2OCBNLA,https://api.spotify.com/v1/tracks/2LnsEYFfPwk6ueO2OCBNLA,https://api.spotify.com/v1/audio-analysis/2LnsEYFfPwk6ueO2OCBNLA,195662,4
32,Tainted Love,New Music Friday France,0.843,0.335,9,-11.537,0,0.102,0.539,0.373,0.147,0.408,113.979,audio_features,1wAPbQ5XjbZqPl0WDl5mHH,spotify:track:1wAPbQ5XjbZqPl0WDl5mHH,https://api.spotify.com/v1/tracks/1wAPbQ5XjbZqPl0WDl5mHH,https://api.spotify.com/v1/audio-analysis/1wAPbQ5XjbZqPl0WDl5mHH,179474,4
33,Jimi Hendrix,New Music Friday France,0.486,0.473,11,-9.217,0,0.0335,0.0846,0.0326,0.102,0.218,77.999,audio_features,1pY5rVjr4BqQlJMx3S7Mmf,spotify:track:1pY5rVjr4BqQlJMx3S7Mmf,https://api.spotify.com/v1/tracks/1pY5rVjr4BqQlJMx3S7Mmf,https://api.spotify.com/v1/audio-analysis/1pY5rVjr4BqQlJMx3S7Mmf,238378,4
34,Beat 100,New Music Friday France,0.794,0.495,7,-9.506,0,0.195,0.196,0.00225,0.105,0.655,177.948,audio_features,1KCXEsHxKDq72C70fyM0vq,spotify:track:1KCXEsHxKDq72C70fyM0vq,https://api.spotify.com/v1/tracks/1KCXEsHxKDq72C70fyM0vq,https://api.spotify.com/v1/audio-analysis/1KCXEsHxKDq72C70fyM0vq,151188,4
35,Glory,New Music Friday France,0.609,0.809,11,-4.972,0,0.0344,0.00386,0.00296,0.349,0.763,118.04,audio_features,77fRc8iT858bzRdcR4k8T8,spotify:track:77fRc8iT858bzRdcR4k8T8,https://api.spotify.com/v1/tracks/77fRc8iT858bzRdcR4k8T8,https://api.spotify.com/v1/audio-analysis/77fRc8iT858bzRdcR4k8T8,140760,4
36,Arigato,New Music Friday France,0.353,0.647,8,-9.613,1,0.567,0.161,0.0333,0.442,0.65,86.079,audio_features,0CiJazqgaY4QhTNB66xfzm,spotify:track:0CiJazqgaY4QhTNB66xfzm,https://api.spotify.com/v1/tracks/0CiJazqgaY4QhTNB66xfzm,https://api.spotify.com/v1/audio-analysis/0CiJazqgaY4QhTNB66xfzm,307987,4
37,Jolie,New Music Friday France,0.665,0.625,2,-10.01,1,0.101,0.232,0.0,0.113,0.489,141.983,audio_features,6cBvcf3JEn3NjIvaqkHkn0,spotify:track:6cBvcf3JEn3NjIvaqkHkn0,https://api.spotify.com/v1/tracks/6cBvcf3JEn3NjIvaqkHkn0,https://api.spotify.com/v1/audio-analysis/6cBvcf3JEn3NjIvaqkHkn0,210528,4
38,One Day,New Music Friday France,0.782,0.862,0,-3.198,1,0.173,0.00553,0.0,0.0823,0.763,128.021,audio_features,46PGzHQRAFjuVXB6fKRmDZ,spotify:track:46PGzHQRAFjuVXB6fKRmDZ,https://api.spotify.com/v1/tracks/46PGzHQRAFjuVXB6fKRmDZ,https://api.spotify.com/v1/audio-analysis/46PGzHQRAFjuVXB6fKRmDZ,157740,4
39,Fall in Love at Christmas,New Music Friday France,0.566,0.652,7,-5.832,0,0.0325,0.33,0.0,0.354,0.267,120.069,audio_features,1MCvAAKHSdGhe4ZPq0YMrF,spotify:track:1MCvAAKHSdGhe4ZPq0YMrF,https://api.spotify.com/v1/tracks/1MCvAAKHSdGhe4ZPq0YMrF,https://api.spotify.com/v1/audio-analysis/1MCvAAKHSdGhe4ZPq0YMrF,308000,4
40,L'amour à la sauvette,New Music Friday France,0.271,0.34,6,-8.432,0,0.0357,0.617,0.342,0.142,0.242,62.628,audio_features,7fdqKCfTKNv1UNwmCYHUpu,spotify:track:7fdqKCfTKNv1UNwmCYHUpu,https://api.spotify.com/v1/tracks/7fdqKCfTKNv1UNwmCYHUpu,https://api.spotify.com/v1/audio-analysis/7fdqKCfTKNv1UNwmCYHUpu,192625,4
41,Explore,New Music Friday France,0.623,0.577,7,-8.793,0,0.0358,0.0332,0.242,0.322,0.304,79.942,audio_features,6sb1CGojNdNMiToRfSNwzY,spotify:track:6sb1CGojNdNMiToRfSNwzY,https://api.spotify.com/v1/tracks/6sb1CGojNdNMiToRfSNwzY,https://api.spotify.com/v1/audio-analysis/6sb1CGojNdNMiToRfSNwzY,286253,4
42,Car Crash,New Music Friday France,0.516,0.807,3,-6.717,1,0.0564,0.0015,0.674,0.2,0.515,69.93,audio_features,5dXIrAUNLOcN2mYkCSeO3k,spotify:track:5dXIrAUNLOcN2mYkCSeO3k,https://api.spotify.com/v1/tracks/5dXIrAUNLOcN2mYkCSeO3k,https://api.spotify.com/v1/audio-analysis/5dXIrAUNLOcN2mYkCSeO3k,233627,4
43,MYOSOTIS,New Music Friday France,0.622,0.682,9,-6.565,0,0.0379,0.395,0.00042,0.189,0.452,120.003,audio_features,38qCAgXW23GmzHG5bWhPzg,spotify:track:38qCAgXW23GmzHG5bWhPzg,https://api.spotify.com/v1/tracks/38qCAgXW23GmzHG5bWhPzg,https://api.spotify.com/v1/audio-analysis/38qCAgXW23GmzHG5bWhPzg,203387,4
44,Blenda,New Music Friday France,0.76,0.859,10,-8.65,0,0.0546,0.0114,0.0987,0.0962,0.812,124.004,audio_features,0yPlsLJNceFwpgEiYMe0tv,spotify:track:0yPlsLJNceFwpgEiYMe0tv,https://api.spotify.com/v1/tracks/0yPlsLJNceFwpgEiYMe0tv,https://api.spotify.com/v1/audio-analysis/0yPlsLJNceFwpgEiYMe0tv,211373,4
45,Heavy (feat. Your Smith),New Music Friday France,0.708,0.72,10,-8.648,0,0.0282,0.00661,0.0143,0.191,0.523,115.998,audio_features,05nKsnLJGrsDwQIXAExTQt,spotify:track:05nKsnLJGrsDwQIXAExTQt,https://api.spotify.com/v1/tracks/05nKsnLJGrsDwQIXAExTQt,https://api.spotify.com/v1/audio-analysis/05nKsnLJGrsDwQIXAExTQt,202321,4
46,Vu d'ici,New Music Friday France,0.427,0.366,0,-12.254,1,0.0644,0.933,0.354,0.108,0.298,75.104,audio_features,1kjixr3Tv9ku0HmXrDqWNH,spotify:track:1kjixr3Tv9ku0HmXrDqWNH,https://api.spotify.com/v1/tracks/1kjixr3Tv9ku0HmXrDqWNH,https://api.spotify.com/v1/audio-analysis/1kjixr3Tv9ku0HmXrDqWNH,212533,4
47,Pa Pa Power,New Music Friday France,0.672,0.468,11,-8.662,1,0.0587,0.0696,0.00805,0.11,0.317,125.137,audio_features,7GTlrFi1WMmZyLEUlRTihW,spotify:track:7GTlrFi1WMmZyLEUlRTihW,https://api.spotify.com/v1/tracks/7GTlrFi1WMmZyLEUlRTihW,https://api.spotify.com/v1/audio-analysis/7GTlrFi1WMmZyLEUlRTihW,190253,4
48,Hollow,New Music Friday France,0.68,0.606,11,-10.16,1,0.0372,0.408,0.953,0.0745,0.0379,115.004,audio_features,6P5yJhVBhB0nV27SXhwTZc,spotify:track:6P5yJhVBhB0nV27SXhwTZc,https://api.spotify.com/v1/tracks/6P5yJhVBhB0nV27SXhwTZc,https://api.spotify.com/v1/audio-analysis/6P5yJhVBhB0nV27SXhwTZc,254609,4
49,Late Night,New Music Friday France,0.75,0.674,6,-7.879,1,0.109,0.457,0.00597,0.111,0.324,104.046,audio_features,6v2ezoIqtD8UKjaQhqde6r,spotify:track:6v2ezoIqtD8UKjaQhqde6r,https://api.spotify.com/v1/tracks/6v2ezoIqtD8UKjaQhqde6r,https://api.spotify.com/v1/audio-analysis/6v2ezoIqtD8UKjaQhqde6r,133846,4
50,Wreck (feat. Big Sean),New Music Friday France,0.889,0.594,10,-6.593,0,0.104,0.563,0.0,0.175,0.758,119.984,audio_features,6fSRCnfSfTBCbgoa6Nwhim,spotify:track:6fSRCnfSfTBCbgoa6Nwhim,https://api.spotify.com/v1/tracks/6fSRCnfSfTBCbgoa6Nwhim,https://api.spotify.com/v1/audio-analysis/6fSRCnfSfTBCbgoa6Nwhim,123200,4
51,0.9 (feat. Leto),New Music Friday France,0.78,0.694,2,-5.777,1,0.302,0.124,0.0,0.095,0.456,145.99,audio_features,4SEiKLEcOsLEtvU53N6bex,spotify:track:4SEiKLEcOsLEtvU53N6bex,https://api.spotify.com/v1/tracks/4SEiKLEcOsLEtvU53N6bex,https://api.spotify.com/v1/audio-analysis/4SEiKLEcOsLEtvU53N6bex,177534,4
52,Heavy,New Music Friday France,0.454,0.354,3,-9.656,1,0.0349,0.706,0.0,0.102,0.205,78.197,audio_features,70f71uZ7egz2Vshwx4D425,spotify:track:70f71uZ7egz2Vshwx4D425,https://api.spotify.com/v1/tracks/70f71uZ7egz2Vshwx4D425,https://api.spotify.com/v1/audio-analysis/70f71uZ7egz2Vshwx4D425,172522,4
53,Les galactiques,New Music Friday France,0.847,0.809,2,-4.992,0,0.282,0.275,0.0,0.0763,0.817,139.014,audio_features,7MwUFO1Av7sEOCUa1ULmwa,spotify:track:7MwUFO1Av7sEOCUa1ULmwa,https://api.spotify.com/v1/tracks/7MwUFO1Av7sEOCUa1ULmwa,https://api.spotify.com/v1/audio-analysis/7MwUFO1Av7sEOCUa1ULmwa,334107,4
54,Prada,New Music Friday France,0.619,0.712,4,-6.893,0,0.0328,0.103,0.0,0.24,0.35,95.025,audio_features,6miahXSZE01l2lNDqNCfxQ,spotify:track:6miahXSZE01l2lNDqNCfxQ,https://api.spotify.com/v1/tracks/6miahXSZE01l2lNDqNCfxQ,https://api.spotify.com/v1/audio-analysis/6miahXSZE01l2lNDqNCfxQ,163348,4
55,Na zdrowie,New Music Friday France,0.745,0.759,0,-7.643,1,0.181,0.115,0.0,0.0992,0.7,116.125,audio_features,3Kp4DMEXVilurnN1PBvHui,spotify:track:3Kp4DMEXVilurnN1PBvHui,https://api.spotify.com/v1/tracks/3Kp4DMEXVilurnN1PBvHui,https://api.spotify.com/v1/audio-analysis/3Kp4DMEXVilurnN1PBvHui,150939,4
56,Livin' Loud (by glo™) (feat. ILIRA),New Music Friday France,0.829,0.848,9,-3.128,0,0.174,0.00978,0.0,0.0668,0.293,125.951,audio_features,2aDuY0WsvDlIs5KczrYFid,spotify:track:2aDuY0WsvDlIs5KczrYFid,https://api.spotify.com/v1/tracks/2aDuY0WsvDlIs5KczrYFid,https://api.spotify.com/v1/audio-analysis/2aDuY0WsvDlIs5KczrYFid,129743,4
57,NEO,New Music Friday France,0.981,0.338,9,-6.091,1,0.0676,0.25,0.0,0.0845,0.606,116.985,audio_features,7onHzHeOVE3M9p0tNKQbXc,spotify:track:7onHzHeOVE3M9p0tNKQbXc,https://api.spotify.com/v1/tracks/7onHzHeOVE3M9p0tNKQbXc,https://api.spotify.com/v1/audio-analysis/7onHzHeOVE3M9p0tNKQbXc,123983,4
58,Bonbon,New Music Friday France,0.848,0.721,1,-5.815,1,0.332,0.281,1.38e-06,0.231,0.82,140.955,audio_features,7pIoByp3uzkV6saBAHfG2c,spotify:track:7pIoByp3uzkV6saBAHfG2c,https://api.spotify.com/v1/tracks/7pIoByp3uzkV6saBAHfG2c,https://api.spotify.com/v1/audio-analysis/7pIoByp3uzkV6saBAHfG2c,196773,4
59,Queen Of Ice,New Music Friday France,0.256,0.523,1,-6.621,0,0.038,0.131,0.0,0.388,0.185,205.563,audio_features,0PzcMfqECraaBGxX7zr7wV,spotify:track:0PzcMfqECraaBGxX7zr7wV,https://api.spotify.com/v1/tracks/0PzcMfqECraaBGxX7zr7wV,https://api.spotify.com/v1/audio-analysis/0PzcMfqECraaBGxX7zr7wV,244973,4
60,Deja Vu,New Music Friday France,0.373,0.722,1,-5.654,0,0.217,0.142,0.0,0.307,0.574,93.491,audio_features,12e5rUktNoga7mdtziCw33,spotify:track:12e5rUktNoga7mdtziCw33,https://api.spotify.com/v1/tracks/12e5rUktNoga7mdtziCw33,https://api.spotify.com/v1/audio-analysis/12e5rUktNoga7mdtziCw33,183723,4
61,When You Danced With Me,New Music Friday France,0.477,0.687,2,-6.469,1,0.0295,0.385,0.00394,0.403,0.724,88.001,audio_features,46OKHucGhjhskazqD8tKnH,spotify:track:46OKHucGhjhskazqD8tKnH,https://api.spotify.com/v1/tracks/46OKHucGhjhskazqD8tKnH,https://api.spotify.com/v1/audio-analysis/46OKHucGhjhskazqD8tKnH,170333,4
62,This Side of the Sun,New Music Friday France,0.558,0.919,0,-2.96,1,0.0627,0.00287,0.00147,0.114,0.703,128.084,audio_features,0B8U71SDP0h9FF6xSZqftH,spotify:track:0B8U71SDP0h9FF6xSZqftH,https://api.spotify.com/v1/tracks/0B8U71SDP0h9FF6xSZqftH,https://api.spotify.com/v1/audio-analysis/0B8U71SDP0h9FF6xSZqftH,158343,4
63,Get Famous,New Music Friday France,0.755,0.731,9,-4.331,1,0.0821,0.000546,3.27e-05,0.156,0.673,140.006,audio_features,6sjLKQtx6CbICWREw5tDPY,spotify:track:6sjLKQtx6CbICWREw5tDPY,https://api.spotify.com/v1/tracks/6sjLKQtx6CbICWREw5tDPY,https://api.spotify.com/v1/audio-analysis/6sjLKQtx6CbICWREw5tDPY,173864,4
64,sims,New Music Friday France,0.672,0.685,1,-6.166,1,0.0719,0.322,0.000855,0.274,0.772,159.975,audio_features,0mPh3y1fgrZiWlhuNmPq5Y,spotify:track:0mPh3y1fgrZiWlhuNmPq5Y,https://api.spotify.com/v1/tracks/0mPh3y1fgrZiWlhuNmPq5Y,https://api.spotify.com/v1/audio-analysis/0mPh3y1fgrZiWlhuNmPq5Y,162171,4
65,"Holy Toledo! (from the Original Motion Picture “Mark, Mary & Some Other People”)",New Music Friday France,0.253,0.863,9,-5.556,1,0.0924,0.000639,0.0,0.103,0.423,202.983,audio_features,3fRK9qG08iZyWvqjOWkdKc,spotify:track:3fRK9qG08iZyWvqjOWkdKc,https://api.spotify.com/v1/tracks/3fRK9qG08iZyWvqjOWkdKc,https://api.spotify.com/v1/audio-analysis/3fRK9qG08iZyWvqjOWkdKc,189520,4
66,Another year like that and we'd all be dead,New Music Friday France,0.522,0.304,4,-13.561,1,0.0608,0.386,6.92e-05,0.233,0.102,119.967,audio_features,7ytFo4I2OsaiGRhYdFGoQW,spotify:track:7ytFo4I2OsaiGRhYdFGoQW,https://api.spotify.com/v1/tracks/7ytFo4I2OsaiGRhYdFGoQW,https://api.spotify.com/v1/audio-analysis/7ytFo4I2OsaiGRhYdFGoQW,276092,4
67,La Clef,New Music Friday France,0.63,0.567,4,-9.54,1,0.0324,0.115,3.59e-05,0.359,0.385,79.973,audio_features,3LBp0NzDmMXfbDbBlWD3vO,spotify:track:3LBp0NzDmMXfbDbBlWD3vO,https://api.spotify.com/v1/tracks/3LBp0NzDmMXfbDbBlWD3vO,https://api.spotify.com/v1/audio-analysis/3LBp0NzDmMXfbDbBlWD3vO,217373,4
68,Ordinaire,New Music Friday France,0.478,0.493,7,-7.289,1,0.144,0.859,0.0,0.0825,0.422,79.195,audio_features,1FOcJ48XhC9gBMyONLB2Cr,spotify:track:1FOcJ48XhC9gBMyONLB2Cr,https://api.spotify.com/v1/tracks/1FOcJ48XhC9gBMyONLB2Cr,https://api.spotify.com/v1/audio-analysis/1FOcJ48XhC9gBMyONLB2Cr,187040,4
